------------------------------------
Optical Potential Information
------------------------------------
    r [fm]   V_real [MeV]   V_imag [MeV]  SO_real [MeV]  SO_imag [MeV]  Coulomb [MeV] 1/r^2 [1/fm^2]
     0.507      0.0457489              0              0              0              0        3.89031
     0.508      0.0457473              0              0              0              0        3.87501
     0.509      0.0457457              0              0              0              0         3.8598
      0.51      0.0457441              0              0              0              0        3.84468
     0.511      0.0457425              0              0              0              0        3.82964
     0.512      0.0457409              0              0              0              0         3.8147
     0.513      0.0457393              0              0              0              0        3.79984
     0.514      0.0457377              0              0              0              0        3.78507
     0.515      0.0457361              0              0              0              0        3.77038
     0.516      0.0457345              0              0              0              0        3.75578
     0.517      0.0457329              0              0              0              0        3.74127
     0.518      0.0457313              0              0              0              0        3.72684
     0.519      0.0457297              0              0              0              0        3.71249
      0.52       0.045728              0              0              0              0        3.69822
     0.521      0.0457264              0              0              0              0        3.68404
     0.522      0.0457248              0              0              0              0        3.66994
     0.523      0.0457232              0              0              0              0        3.65592
     0.524      0.0457216              0              0              0              0        3.64198
     0.525      0.0457199              0              0              0              0        3.62812
     0.526      0.0457183              0              0              0              0        3.61434
     0.527      0.0457167              0              0              0              0        3.60063
     0.528       0.045715              0              0              0              0        3.58701
     0.529      0.0457134              0              0              0              0        3.57346
      0.53      0.0457118              0              0              0              0        3.55999
     0.531      0.0457102              0              0              0              0        3.54659
     0.532      0.0457085              0              0              0              0        3.53327
     0.533      0.0457069              0              0              0              0        3.52002
     0.534      0.0457052              0              0              0              0        3.50685
     0.535      0.0457036              0              0              0              0        3.49375
     0.536       0.045702              0              0              0              0        3.48073
     0.537      0.0457003              0              0              0              0        3.46778
     0.538      0.0456987              0              0              0              0         3.4549
     0.539       0.045697              0              0              0              0        3.44209
      0.54      0.0456954              0              0              0              0        3.42936
     0.541      0.0456937              0              0              0              0        3.41669
     0.542      0.0456921              0              0              0              0        3.40409
     0.543      0.0456904              0              0              0              0        3.39157
     0.544      0.0456888              0              0              0              0        3.37911
     0.545      0.0456871              0              0              0              0        3.36672
     0.546      0.0456855              0              0              0              0         3.3544
     0.547      0.0456838              0              0              0              0        3.34215
     0.548      0.0456822              0              0              0              0        3.32996
     0.549      0.0456805              0              0              0              0        3.31784
      0.55      0.0456788              0              0              0              0        3.30579
     0.551      0.0456772              0              0              0              0         3.2938
     0.552      0.0456755              0              0              0              0        3.28187
     0.553      0.0456738              0              0              0              0        3.27001
     0.554      0.0456722              0              0              0              0        3.25822
     0.555      0.0456705              0              0              0              0        3.24649
     0.556      0.0456688              0              0              0              0        3.23482
     0.557      0.0456672              0              0              0              0        3.22322
     0.558      0.0456655              0              0              0              0        3.21168
     0.559      0.0456638              0              0              0              0        3.20019
      0.56      0.0456621              0              0              0              0        3.18878
     0.561      0.0456604              0              0              0              0        3.17742
     0.562      0.0456588              0              0              0              0        3.16612
     0.563      0.0456571              0              0              0              0        3.15488
     0.564      0.0456554              0              0              0              0        3.14371
     0.565      0.0456537              0              0              0              0        3.13259
     0.566       0.045652              0              0              0              0        3.12153
     0.567      0.0456503              0              0              0              0        3.11053
     0.568      0.0456486              0              0              0              0        3.09958
     0.569       0.045647              0              0              0              0         3.0887
      0.57      0.0456453              0              0              0              0        3.07787
     0.571      0.0456436              0              0              0              0         3.0671
     0.572      0.0456419              0              0              0              0        3.05638
     0.573      0.0456402              0              0              0              0        3.04573
     0.574      0.0456385              0              0              0              0        3.03512
     0.575      0.0456368              0              0              0              0        3.02457
     0.576      0.0456351              0              0              0              0        3.01408
     0.577      0.0456334              0              0              0              0        3.00364
     0.578      0.0456317              0              0              0              0        2.99326
     0.579      0.0456299              0              0              0              0        2.98293
      0.58      0.0456282              0              0              0              0        2.97265
     0.581      0.0456265              0              0              0              0        2.96243
     0.582      0.0456248              0              0              0              0        2.95226
     0.583      0.0456231              0              0              0              0        2.94214
     0.584      0.0456214              0              0              0              0        2.93207
     0.585      0.0456197              0              0              0              0        2.92205
     0.586       0.045618              0              0              0              0        2.91209
     0.587      0.0456162              0              0              0              0        2.90218
     0.588      0.0456145              0              0              0              0        2.89231
     0.589      0.0456128              0              0              0              0         2.8825
      0.59      0.0456111              0              0              0              0        2.87274
     0.591      0.0456093              0              0              0              0        2.86302
     0.592      0.0456076              0              0              0              0        2.85336
     0.593      0.0456059              0              0              0              0        2.84374
     0.594      0.0456041              0              0              0              0        2.83418
     0.595      0.0456024              0              0              0              0        2.82466
     0.596      0.0456007              0              0              0              0        2.81519
     0.597      0.0455989              0              0              0              0        2.80577
     0.598      0.0455972              0              0              0              0        2.79639
     0.599      0.0455955              0              0              0              0        2.78706
       0.6      0.0455937              0              0              0              0        2.77778
     0.601       0.045592              0              0              0              0        2.76854
     0.602      0.0455902              0              0              0              0        2.75935
     0.603      0.0455885              0              0              0              0        2.75021
     0.604      0.0455867              0              0              0              0        2.74111
     0.605       0.045585              0              0              0              0        2.73205
     0.606      0.0455832              0              0              0              0        2.72304
     0.607      0.0455815              0              0              0              0        2.71408
     0.608      0.0455797              0              0              0              0        2.70516
     0.609       0.045578              0              0              0              0        2.69628
      0.61      0.0455762              0              0              0              0        2.68745
     0.611      0.0455745              0              0              0              0        2.67866
     0.612      0.0455727              0              0              0              0        2.66991
     0.613      0.0455709              0              0              0              0        2.66121
     0.614      0.0455692              0              0              0              0        2.65255
     0.615      0.0455674              0              0              0              0        2.64393
     0.616      0.0455656              0              0              0              0        2.63535
     0.617      0.0455639              0              0              0              0        2.62682
     0.618      0.0455621              0              0              0              0        2.61832
     0.619      0.0455603              0              0              0              0        2.60987
      0.62      0.0455586              0              0              0              0        2.60146
     0.621      0.0455568              0              0              0              0        2.59309
     0.622       0.045555              0              0              0              0        2.58475
     0.623      0.0455532              0              0              0              0        2.57646
     0.624      0.0455515              0              0              0              0        2.56821
     0.625      0.0455497              0              0              0              0           2.56
     0.626      0.0455479              0              0              0              0        2.55183
     0.627      0.0455461              0              0              0              0        2.54369
     0.628      0.0455443              0              0              0              0         2.5356
     0.629      0.0455425              0              0              0              0        2.52754
      0.63      0.0455407              0              0              0              0        2.51953
     0.631      0.0455389              0              0              0              0        2.51155
     0.632      0.0455372              0              0              0              0        2.50361
     0.633      0.0455354              0              0              0              0         2.4957
     0.634      0.0455336              0              0              0              0        2.48783
     0.635      0.0455318              0              0              0              0           2.48
     0.636        0.04553              0              0              0              0        2.47221
     0.637      0.0455282              0              0              0              0        2.46446
     0.638      0.0455264              0              0              0              0        2.45674
     0.639      0.0455246              0              0              0              0        2.44905
      0.64      0.0455227              0              0              0              0        2.44141
     0.641      0.0455209              0              0              0              0        2.43379
     0.642      0.0455191              0              0              0              0        2.42622
     0.643      0.0455173              0              0              0              0        2.41868
     0.644      0.0455155              0              0              0              0        2.41117
     0.645      0.0455137              0              0              0              0         2.4037
     0.646      0.0455119              0              0              0              0        2.39627
     0.647      0.0455101              0              0              0              0        2.38886
     0.648      0.0455082              0              0              0              0         2.3815
     0.649      0.0455064              0              0              0              0        2.37416
      0.65      0.0455046              0              0              0              0        2.36686
     0.651      0.0455028              0              0              0              0         2.3596
     0.652      0.0455009              0              0              0              0        2.35237
     0.653      0.0454991              0              0              0              0        2.34517
     0.654      0.0454973              0              0              0              0          2.338
     0.655      0.0454954              0              0              0              0        2.33087
     0.656      0.0454936              0              0              0              0        2.32377
     0.657      0.0454918              0              0              0              0         2.3167
     0.658      0.0454899              0              0              0              0        2.30966
     0.659      0.0454881              0              0              0              0        2.30266
      0.66      0.0454863              0              0              0              0        2.29568
     0.661      0.0454844              0              0              0              0        2.28874
     0.662      0.0454826              0              0              0              0        2.28183
     0.663      0.0454807              0              0              0              0        2.27496
     0.664      0.0454789              0              0              0              0        2.26811
     0.665       0.045477              0              0              0              0        2.26129
     0.666      0.0454752              0              0              0              0        2.25451
     0.667      0.0454733              0              0              0              0        2.24775
     0.668      0.0454715              0              0              0              0        2.24103
     0.669      0.0454696              0              0              0              0        2.23433
      0.67      0.0454678              0              0              0              0        2.22767
     0.671      0.0454659              0              0              0              0        2.22103
     0.672      0.0454641              0              0              0              0        2.21443
     0.673      0.0454622              0              0              0              0        2.20785
     0.674      0.0454603              0              0              0              0         2.2013
     0.675      0.0454585              0              0              0              0        2.19479
     0.676      0.0454566              0              0              0              0         2.1883
     0.677      0.0454547              0              0              0              0        2.18184
     0.678      0.0454529              0              0              0              0        2.17541
     0.679       0.045451              0              0              0              0          2.169
      0.68      0.0454491              0              0              0              0        2.16263
     0.681      0.0454472              0              0              0              0        2.15628
     0.682      0.0454454              0              0              0              0        2.14996
     0.683      0.0454435              0              0              0              0        2.14367
     0.684      0.0454416              0              0              0              0        2.13741
     0.685      0.0454397              0              0              0              0        2.13117
     0.686      0.0454378              0              0              0              0        2.12496
     0.687      0.0454359              0              0              0              0        2.11878
     0.688      0.0454341              0              0              0              0        2.11263
     0.689      0.0454322              0              0              0              0         2.1065
      0.69      0.0454303              0              0              0              0         2.1004
     0.691      0.0454284              0              0              0              0        2.09432
     0.692      0.0454265              0              0              0              0        2.08828
     0.693      0.0454246              0              0              0              0        2.08225
     0.694      0.0454227              0              0              0              0        2.07626
     0.695      0.0454208              0              0              0              0        2.07029
     0.696      0.0454189              0              0              0              0        2.06434
     0.697       0.045417              0              0              0              0        2.05842
     0.698      0.0454151              0              0              0              0        2.05253
     0.699      0.0454132              0              0              0              0        2.04666
       0.7      0.0454113              0              0              0              0        2.04082
     0.701      0.0454094              0              0              0              0          2.035
     0.702      0.0454074              0              0              0              0         2.0292
     0.703      0.0454055              0              0              0              0        2.02344
     0.704      0.0454036              0              0              0              0        2.01769
     0.705      0.0454017              0              0              0              0        2.01197
     0.706      0.0453998              0              0              0              0        2.00628
     0.707      0.0453979              0              0              0              0         2.0006
     0.708      0.0453959              0              0              0              0        1.99496
     0.709       0.045394              0              0              0              0        1.98933
      0.71      0.0453921              0              0              0              0        1.98373
     0.711      0.0453901              0              0              0              0        1.97816
     0.712      0.0453882              0              0              0              0         1.9726
     0.713      0.0453863              0              0              0              0        1.96708
     0.714      0.0453844              0              0              0              0        1.96157
     0.715      0.0453824              0              0              0              0        1.95609
     0.716      0.0453805              0              0              0              0        1.95063
     0.717      0.0453785              0              0              0              0        1.94519
     0.718      0.0453766              0              0              0              0        1.93977
     0.719      0.0453747              0              0              0              0        1.93438
      0.72      0.0453727              0              0              0              0        1.92901
     0.721      0.0453708              0              0              0              0        1.92367
     0.722      0.0453688              0              0              0              0        1.91834
     0.723      0.0453669              0              0              0              0        1.91304
     0.724      0.0453649              0              0              0              0        1.90776
     0.725       0.045363              0              0              0              0         1.9025
     0.726       0.045361              0              0              0              0        1.89726
     0.727      0.0453591              0              0              0              0        1.89204
     0.728      0.0453571              0              0              0              0        1.88685
     0.729      0.0453551              0              0              0              0        1.88168
      0.73      0.0453532              0              0              0              0        1.87652
     0.731      0.0453512              0              0              0              0        1.87139
     0.732      0.0453492              0              0              0              0        1.86628
     0.733      0.0453473              0              0              0              0         1.8612
     0.734      0.0453453              0              0              0              0        1.85613
     0.735      0.0453433              0              0              0              0        1.85108
     0.736      0.0453414              0              0              0              0        1.84605
     0.737      0.0453394              0              0              0              0        1.84105
     0.738      0.0453374              0              0              0              0        1.83606
     0.739      0.0453354              0              0              0              0         1.8311
      0.74      0.0453335              0              0              0              0        1.82615
     0.741      0.0453315              0              0              0              0        1.82122
     0.742      0.0453295              0              0              0              0        1.81632
     0.743      0.0453275              0              0              0              0        1.81143
     0.744      0.0453255              0              0              0              0        1.80657
     0.745      0.0453235              0              0              0              0        1.80172
     0.746      0.0453215              0              0              0              0        1.79689
     0.747      0.0453196              0              0              0              0        1.79209
     0.748      0.0453176              0              0              0              0         1.7873
     0.749      0.0453156              0              0              0              0        1.78253
      0.75      0.0453136              0              0              0              0        1.77778
     0.751      0.0453116              0              0              0              0        1.77305
     0.752      0.0453096              0              0              0              0        1.76833
     0.753      0.0453076              0              0              0              0        1.76364
     0.754      0.0453056              0              0              0              0        1.75897
     0.755      0.0453035              0              0              0              0        1.75431
     0.756      0.0453015              0              0              0              0        1.74967
     0.757      0.0452995              0              0              0              0        1.74505
     0.758      0.0452975              0              0              0              0        1.74045
     0.759      0.0452955              0              0              0              0        1.73587
      0.76      0.0452935              0              0              0              0         1.7313
     0.761      0.0452915              0              0              0              0        1.72675
     0.762      0.0452894              0              0              0              0        1.72223
     0.763      0.0452874              0              0              0              0        1.71771
     0.764      0.0452854              0              0              0              0        1.71322
     0.765      0.0452834              0              0              0              0        1.70874
     0.766      0.0452813              0              0              0              0        1.70429
     0.767      0.0452793              0              0              0              0        1.69984
     0.768      0.0452773              0              0              0              0        1.69542
     0.769      0.0452753              0              0              0              0        1.69101
      0.77      0.0452732              0              0              0              0        1.68663
     0.771      0.0452712              0              0              0              0        1.68225
     0.772      0.0452691              0              0              0              0         1.6779
     0.773      0.0452671              0              0              0              0        1.67356
     0.774      0.0452651              0              0              0              0        1.66924
     0.775       0.045263              0              0              0              0        1.66493
     0.776       0.045261              0              0              0              0        1.66064
     0.777      0.0452589              0              0              0              0        1.65637
     0.778      0.0452569              0              0              0              0        1.65212
     0.779      0.0452548              0              0              0              0        1.64788
      0.78      0.0452528              0              0              0              0        1.64366
     0.781      0.0452507              0              0              0              0        1.63945
     0.782      0.0452487              0              0              0              0        1.63526
     0.783      0.0452466              0              0              0              0        1.63108
     0.784      0.0452445              0              0              0              0        1.62693
     0.785      0.0452425              0              0              0              0        1.62278
     0.786      0.0452404              0              0              0              0        1.61866
     0.787      0.0452383              0              0              0              0        1.61455
     0.788      0.0452363              0              0              0              0        1.61045
     0.789      0.0452342              0              0              0              0        1.60637
      0.79      0.0452321              0              0              0              0        1.60231
     0.791      0.0452301              0              0              0              0        1.59826
     0.792       0.045228              0              0              0              0        1.59423
     0.793      0.0452259              0              0              0              0        1.59021
     0.794      0.0452238              0              0              0              0         1.5862
     0.795      0.0452217              0              0              0              0        1.58222
     0.796      0.0452197              0              0              0              0        1.57824
     0.797      0.0452176              0              0              0              0        1.57428
     0.798      0.0452155              0              0              0              0        1.57034
     0.799      0.0452134              0              0              0              0        1.56641
       0.8      0.0452113              0              0              0              0         1.5625
     0.801      0.0452092              0              0              0              0         1.5586
     0.802      0.0452071              0              0              0              0        1.55472
     0.803       0.045205              0              0              0              0        1.55085
     0.804      0.0452029              0              0              0              0        1.54699
     0.805      0.0452008              0              0              0              0        1.54315
     0.806      0.0451987              0              0              0              0        1.53932
     0.807      0.0451966              0              0              0              0        1.53551
     0.808      0.0451945              0              0              0              0        1.53171
     0.809      0.0451924              0              0              0              0        1.52793
      0.81      0.0451903              0              0              0              0        1.52416
     0.811      0.0451882              0              0              0              0         1.5204
     0.812      0.0451861              0              0              0              0        1.51666
     0.813      0.0451839              0              0              0              0        1.51293
     0.814      0.0451818              0              0              0              0        1.50922
     0.815      0.0451797              0              0              0              0        1.50551
     0.816      0.0451776              0              0              0              0        1.50183
     0.817      0.0451755              0              0              0              0        1.49815
     0.818      0.0451733              0              0              0              0        1.49449
     0.819      0.0451712              0              0              0              0        1.49084
      0.82      0.0451691              0              0              0              0        1.48721
     0.821       0.045167              0              0              0              0        1.48359
     0.822      0.0451648              0              0              0              0        1.47998
     0.823      0.0451627              0              0              0              0        1.47639
     0.824      0.0451605              0              0              0              0        1.47281
     0.825      0.0451584              0              0              0              0        1.46924
     0.826      0.0451563              0              0              0              0        1.46568
     0.827      0.0451541              0              0              0              0        1.46214
     0.828       0.045152              0              0              0              0        1.45861
     0.829      0.0451498              0              0              0              0        1.45509
      0.83      0.0451477              0              0              0              0        1.45159
     0.831      0.0451455              0              0              0              0         1.4481
     0.832      0.0451434              0              0              0              0        1.44462
     0.833      0.0451412              0              0              0              0        1.44115
     0.834      0.0451391              0              0              0              0         1.4377
     0.835      0.0451369              0              0              0              0        1.43426
     0.836      0.0451348              0              0              0              0        1.43083
     0.837      0.0451326              0              0              0              0        1.42741
     0.838      0.0451304              0              0              0              0        1.42401
     0.839      0.0451283              0              0              0              0        1.42061
      0.84      0.0451261              0              0              0              0        1.41723
     0.841      0.0451239              0              0              0              0        1.41387
     0.842      0.0451217              0              0              0              0        1.41051
     0.843      0.0451196              0              0              0              0        1.40716
     0.844      0.0451174              0              0              0              0        1.40383
     0.845      0.0451152              0              0              0              0        1.40051
     0.846       0.045113              0              0              0              0         1.3972
     0.847      0.0451109              0              0              0              0        1.39391
     0.848      0.0451087              0              0              0              0        1.39062
     0.849      0.0451065              0              0              0              0        1.38735
      0.85      0.0451043              0              0              0              0        1.38408
     0.851      0.0451021              0              0              0              0        1.38083
     0.852      0.0450999              0              0              0              0        1.37759
     0.853      0.0450977              0              0              0              0        1.37436
     0.854      0.0450955              0              0              0              0        1.37115
     0.855      0.0450933              0              0              0              0        1.36794
     0.856      0.0450911              0              0              0              0        1.36475
     0.857      0.0450889              0              0              0              0        1.36156
     0.858      0.0450867              0              0              0              0        1.35839
     0.859      0.0450845              0              0              0              0        1.35523
      0.86      0.0450823              0              0              0              0        1.35208
     0.861      0.0450801              0              0              0              0        1.34894
     0.862      0.0450779              0              0              0              0        1.34582
     0.863      0.0450757              0              0              0              0         1.3427
     0.864      0.0450735              0              0              0              0        1.33959
     0.865      0.0450712              0              0              0              0         1.3365
     0.866       0.045069              0              0              0              0        1.33341
     0.867      0.0450668              0              0              0              0        1.33034
     0.868      0.0450646              0              0              0              0        1.32727
     0.869      0.0450624              0              0              0              0        1.32422
      0.87      0.0450601              0              0              0              0        1.32118
     0.871      0.0450579              0              0              0              0        1.31815
     0.872      0.0450557              0              0              0              0        1.31512
     0.873      0.0450534              0              0              0              0        1.31211
     0.874      0.0450512              0              0              0              0        1.30911
     0.875       0.045049              0              0              0              0        1.30612
     0.876      0.0450467              0              0              0              0        1.30314
     0.877      0.0450445              0              0              0              0        1.30017
     0.878      0.0450422              0              0              0              0        1.29721
     0.879        0.04504              0              0              0              0        1.29426
      0.88      0.0450377              0              0              0              0        1.29132
     0.881      0.0450355              0              0              0              0        1.28839
     0.882      0.0450332              0              0              0              0        1.28547
     0.883       0.045031              0              0              0              0        1.28256
     0.884      0.0450287              0              0              0              0        1.27966
     0.885      0.0450265              0              0              0              0        1.27677
     0.886      0.0450242              0              0              0              0        1.27389
     0.887      0.0450219              0              0              0              0        1.27102
     0.888      0.0450197              0              0              0              0        1.26816
     0.889      0.0450174              0              0              0              0        1.26531
      0.89      0.0450151              0              0              0              0        1.26247
     0.891      0.0450129              0              0              0              0        1.25963
     0.892      0.0450106              0              0              0              0        1.25681
     0.893      0.0450083              0              0              0              0          1.254
     0.894      0.0450061              0              0              0              0        1.25119
     0.895      0.0450038              0              0              0              0         1.2484
     0.896      0.0450015              0              0              0              0        1.24562
     0.897      0.0449992              0              0              0              0        1.24284
     0.898      0.0449969              0              0              0              0        1.24007
     0.899      0.0449946              0              0              0              0        1.23732
       0.9      0.0449924              0              0              0              0        1.23457
     0.901      0.0449901              0              0              0              0        1.23183
     0.902      0.0449878              0              0              0              0         1.2291
     0.903      0.0449855              0              0              0              0        1.22638
     0.904      0.0449832              0              0              0              0        1.22367
     0.905      0.0449809              0              0              0              0        1.22096
     0.906      0.0449786              0              0              0              0        1.21827
     0.907      0.0449763              0              0              0              0        1.21559
     0.908       0.044974              0              0              0              0        1.21291
     0.909      0.0449717              0              0              0              0        1.21024
      0.91      0.0449694              0              0              0              0        1.20758
     0.911       0.044967              0              0              0              0        1.20493
     0.912      0.0449647              0              0              0              0        1.20229
     0.913      0.0449624              0              0              0              0        1.19966
     0.914      0.0449601              0              0              0              0        1.19704
     0.915      0.0449578              0              0              0              0        1.19442
     0.916      0.0449555              0              0              0              0        1.19182
     0.917      0.0449531              0              0              0              0        1.18922
     0.918      0.0449508              0              0              0              0        1.18663
     0.919      0.0449485              0              0              0              0        1.18405
      0.92      0.0449461              0              0              0              0        1.18147
     0.921      0.0449438              0              0              0              0        1.17891
     0.922      0.0449415              0              0              0              0        1.17635
     0.923      0.0449391              0              0              0              0        1.17381
     0.924      0.0449368              0              0              0              0        1.17127
     0.925      0.0449345              0              0              0              0        1.16874
     0.926      0.0449321              0              0              0              0        1.16621
     0.927      0.0449298              0              0              0              0         1.1637
     0.928      0.0449274              0              0              0              0        1.16119
     0.929      0.0449251              0              0              0              0        1.15869
      0.93      0.0449227              0              0              0              0         1.1562
     0.931      0.0449204              0              0              0              0        1.15372
     0.932       0.044918              0              0              0              0        1.15125
     0.933      0.0449157              0              0              0              0        1.14878
     0.934      0.0449133              0              0              0              0        1.14632
     0.935      0.0449109              0              0              0              0        1.14387
     0.936      0.0449086              0              0              0              0        1.14143
     0.937      0.0449062              0              0              0              0        1.13899
     0.938      0.0449038              0              0              0              0        1.13657
     0.939      0.0449015              0              0              0              0        1.13415
      0.94      0.0448991              0              0              0              0        1.13173
     0.941      0.0448967              0              0              0              0        1.12933
     0.942      0.0448944              0              0              0              0        1.12693
     0.943       0.044892              0              0              0              0        1.12454
     0.944      0.0448896              0              0              0              0        1.12216
     0.945      0.0448872              0              0              0              0        1.11979
     0.946      0.0448848              0              0              0              0        1.11742
     0.947      0.0448824              0              0              0              0        1.11506
     0.948      0.0448801              0              0              0              0        1.11271
     0.949      0.0448777              0              0              0              0        1.11037
      0.95      0.0448753              0              0              0              0        1.10803
     0.951      0.0448729              0              0              0              0         1.1057
     0.952      0.0448705              0              0              0              0        1.10338
