0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,1.000000000000000021e-03
2.000000000000000042e-03,2.000000000000000042e-03
3.000000000000000062e-03,3.000000000000000062e-03
4.000000000000000083e-03,3.999990000000000143e-03
5.000000000000000104e-03,4.999990000000000163e-03
6.000000000000000125e-03,5.999980000000000244e-03
7.000000000000000146e-03,6.999970000000000324e-03
8.000000000000000167e-03,7.999960000000000404e-03
8.999999999999999320e-03,8.999939999999999676e-03
1.000000000000000021e-02,9.999920000000000683e-03
1.099999999999999936e-02,1.099989999999999996e-02
1.200000000000000025e-02,1.199990000000000084e-02
1.299999999999999940e-02,1.299980000000000059e-02
1.400000000000000029e-02,1.399979999999999974e-02
1.499999999999999944e-02,1.499969999999999949e-02
1.600000000000000033e-02,1.599969999999999865e-02
1.700000000000000122e-02,1.699960000000000013e-02
1.799999999999999864e-02,1.799950000000000161e-02
1.899999999999999953e-02,1.899939999999999962e-02
2.000000000000000042e-02,1.999930000000000110e-02
2.100000000000000130e-02,2.099919999999999912e-02
2.199999999999999872e-02,2.199910000000000060e-02
2.299999999999999961e-02,2.299899999999999861e-02
2.400000000000000050e-02,2.399880000000000069e-02
2.500000000000000139e-02,2.499869999999999870e-02
2.599999999999999881e-02,2.599850000000000078e-02
2.699999999999999969e-02,2.699829999999999938e-02
2.800000000000000058e-02,2.799810000000000146e-02
2.900000000000000147e-02,2.899790000000000006e-02
2.999999999999999889e-02,2.999769999999999867e-02
3.099999999999999978e-02,3.099750000000000075e-02
3.200000000000000067e-02,3.199720000000000342e-02
3.300000000000000155e-02,3.299690000000000262e-02
3.400000000000000244e-02,3.399660000000000182e-02
3.500000000000000333e-02,3.499630000000000102e-02
3.599999999999999728e-02,3.599600000000000022e-02
3.699999999999999817e-02,3.699569999999999942e-02
3.799999999999999906e-02,3.799530000000000268e-02
3.899999999999999994e-02,3.899489999999999901e-02
4.000000000000000083e-02,3.999450000000000227e-02
4.100000000000000172e-02,4.099409999999999860e-02
4.200000000000000261e-02,4.199370000000000186e-02
4.299999999999999656e-02,4.299320000000000225e-02
4.399999999999999745e-02,4.399270000000000264e-02
4.499999999999999833e-02,4.499220000000000302e-02
4.599999999999999922e-02,4.599170000000000341e-02
4.700000000000000011e-02,4.699110000000000092e-02
4.800000000000000100e-02,4.799060000000000131e-02
4.900000000000000189e-02,4.898999999999999883e-02
5.000000000000000278e-02,4.998930000000000040e-02
5.099999999999999672e-02,5.098869999999999791e-02
5.199999999999999761e-02,5.198799999999999949e-02
5.299999999999999850e-02,5.298730000000000107e-02
5.399999999999999939e-02,5.398660000000000264e-02
5.500000000000000028e-02,5.498580000000000134e-02
5.600000000000000117e-02,5.598500000000000004e-02
5.700000000000000205e-02,5.698419999999999874e-02
5.800000000000000294e-02,5.798339999999999744e-02
5.899999999999999689e-02,5.898250000000000021e-02
5.999999999999999778e-02,5.998160000000000297e-02
6.099999999999999867e-02,6.098060000000000286e-02
6.199999999999999956e-02,6.197969999999999868e-02
6.300000000000000044e-02,6.297869999999999857e-02
6.400000000000000133e-02,6.397759999999999558e-02
6.500000000000000222e-02,6.497659999999999547e-02
6.600000000000000311e-02,6.597550000000000636e-02
